symbol,name,price,pl,status
ALGM,,26.85$,7.3%,纳入
AGYS,,84.85$,-2.5%,纳入
ACLS,,112.39$,-9.5%,纳入
DOCU,,54.58$,6.7%,剔除
PSTG,,55.33$,-5.9%,剔除
RNG,,38.87$,-13.2,剔除
