symbol,name,price,pl,status
NSSC,Napco Security Technologies,40.20$,23.5%,纳入
RNG,RingCentral,30.08$,10.8%,纳入
HLIT,谐波,11.09$,10.3%,纳入
CVLT,康沃系统公司,102.71$,4.8%,纳入
FFIV,F5 网络公司,166.62$,1.4%,纳入
ROG,罗杰斯,118.62$,-0.5%,纳入
QLYS,科力斯,165.29$,-14.9%,纳入
MSTR,MicroStrategy,527.68$,94.9%,剔除
ALGM,Allegro,26.85$,7.3%,剔除
AGYS,诶吉利斯公司,84.85$,-2.5%,剔除
ACLS,Axcelis 科技设计公司,112.39$,-9.5%,剔除
ZM,Zoom 视频通讯,70.91$,-13.1%,剔除
ENPH,Enphase Energy,150.32$,-30.0%,剔除
EXTR,极速网络,27.14$,-57.8%,剔除
