Date,Open,High,Low,Close,Volume
"Mar 17, 2023","354.78","360.63","350.84","358.14","6,725,400"
"Mar 16, 2023","344.57","355.49","340.53","353.29","6,946,600"
"Mar 15, 2023","330.00","334.28","328.17","333.61","4,627,100"
"Mar 14, 2023","332.21","335.17","328.70","333.33","3,850,900"
"Mar 13, 2023","329.42","333.00","323.29","324.27","4,203,500"
"Mar 10, 2023","338.34","338.52","328.45","329.30","4,148,200"
"Mar 9, 2023","344.72","350.13","336.99","338.37","3,798,300"
"Mar 8, 2023","346.74","348.69","343.47","345.84","2,518,900"
"Mar 7, 2023","347.86","352.17","344.06","344.80","2,252,800"
"Mar 6, 2023","344.33","351.78","344.28","347.02","3,060,300"
"Mar 3, 2023","334.69","344.76","334.48","344.04","3,725,500"
"Mar 2, 2023","323.38","334.46","321.56","333.50","3,845,800"
"Mar 1, 2023","323.80","325.26","321.00","323.38","2,377,700"
"Feb 28, 2023","323.37","325.73","320.97","323.95","2,714,200"
"Feb 27, 2023","322.02","325.10","320.70","322.32","3,500,600"
"Feb 24, 2023","328.12","329.76","318.60","320.54","8,444,500"
"Feb 23, 2023","350.44","353.80","343.93","347.02","3,154,500"
"Feb 22, 2023","346.69","353.17","344.45","348.72","2,599,300"
"Feb 21, 2023","350.78","353.25","345.69","346.70","3,002,700"
"Feb 17, 2023","359.31","359.61","352.12","356.85","2,985,700"
"Feb 16, 2023","366.04","373.49","363.55","365.16","2,917,000"
"Feb 15, 2023","375.60","381.67","374.84","375.94","2,088,200"
"Feb 14, 2023","375.00","380.56","369.96","377.90","2,479,700"
"Feb 13, 2023","373.41","376.31","371.03","375.00","1,877,300"
"Feb 10, 2023","371.63","374.52","367.08","370.99","1,846,300"
"Feb 9, 2023","384.97","386.51","374.02","375.81","2,265,200"
"Feb 8, 2023","382.49","387.28","375.70","378.36","2,668,100"
"Feb 7, 2023","373.43","384.94","372.76","383.82","2,476,200"
"Feb 6, 2023","376.21","379.29","373.39","375.23","2,369,600"
"Feb 3, 2023","384.29","386.72","377.92","379.33","2,695,400"
"Feb 2, 2023","393.28","402.49","388.88","392.23","4,020,000"
"Feb 1, 2023","370.01","386.72","366.80","383.92","3,362,000"
"Jan 31, 2023","364.71","370.70","364.01","370.34","2,572,400"
"Jan 30, 2023","365.90","368.70","362.83","363.42","2,663,600"
"Jan 27, 2023","363.49","373.42","362.85","370.71","2,615,600"
"Jan 26, 2023","362.76","367.43","360.72","365.82","2,350,500"
"Jan 25, 2023","355.67","359.73","350.57","358.17","2,239,100"
"Jan 24, 2023","364.10","364.45","358.00","361.32","2,466,400"
"Jan 23, 2023","358.28","365.87","356.85","364.98","3,187,100"
"Jan 20, 2023","343.27","357.42","342.76","356.38","3,149,400"
"Jan 19, 2023","340.56","346.73","340.01","342.53","2,467,000"
"Jan 18, 2023","345.01","349.24","338.40","341.31","2,079,800"
"Jan 17, 2023","344.38","350.79","341.97","344.38","2,512,700"
"Jan 13, 2023","340.25","344.65","335.50","344.38","2,581,900"
"Jan 12, 2023","344.17","346.44","337.37","344.54","2,121,800"
"Jan 11, 2023","337.39","343.19","333.47","342.93","2,344,400"
"Jan 10, 2023","337.65","344.63","336.80","338.70","1,670,200"
"Jan 9, 2023","338.90","349.46","338.42","341.98","3,133,800"
"Jan 6, 2023","332.28","334.88","322.44","332.75","2,216,600"
"Jan 5, 2023","337.53","337.55","328.16","328.44","2,081,600"
"Jan 4, 2023","342.89","345.63","336.73","341.41","2,186,800"
"Jan 3, 2023","340.16","345.82","331.92","336.92","2,229,100"
"Dec 30, 2022","333.00","336.64","331.64","336.53","1,740,900"
"Dec 29, 2022","330.75","339.50","329.76","337.58","1,793,100"
"Dec 28, 2022","335.06","338.50","327.19","328.33","1,672,100"
"Dec 27, 2022","338.00","338.16","332.46","335.09","1,464,300"
"Dec 23, 2022","335.00","338.92","333.29","338.45","1,629,800"
"Dec 22, 2022","336.01","339.88","330.94","336.52","2,319,300"
"Dec 21, 2022","340.29","345.29","336.44","341.38","2,583,000"
"Dec 20, 2022","327.00","342.50","325.52","338.22","3,873,600"
"Dec 19, 2022","338.00","340.74","326.30","328.76","4,086,300"
"Dec 16, 2022","345.00","354.47","337.24","338.54","11,940,700"
"Dec 15, 2022","332.76","334.50","324.59","328.71","5,498,700"
"Dec 14, 2022","343.89","345.95","335.00","339.92","3,236,500"
"Dec 13, 2022","353.63","355.67","338.79","342.46","3,428,000"
"Dec 12, 2022","334.76","338.27","332.65","338.17","2,914,700"
"Dec 9, 2022","331.50","334.69","328.50","330.64","1,969,200"
"Dec 8, 2022","325.71","336.20","324.35","332.58","2,065,800"
"Dec 7, 2022","327.53","331.00","325.49","326.68","2,055,900"
"Dec 6, 2022","334.09","334.22","327.40","331.15","2,182,200"
"Dec 5, 2022","337.80","340.51","330.83","334.09","2,542,300"
"Dec 2, 2022","337.20","343.53","334.22","341.53","2,741,800"
"Dec 1, 2022","348.03","350.67","341.50","344.11","3,365,200"
"Nov 30, 2022","327.12","345.03","326.38","344.93","4,979,800"
"Nov 29, 2022","326.69","329.70","323.67","326.78","2,392,600"
"Nov 28, 2022","335.83","338.19","328.07","328.97","2,314,800"
"Nov 25, 2022","332.89","335.51","332.01","334.30","1,197,800"
"Nov 23, 2022","329.93","338.50","327.59","335.78","2,240,800"
"Nov 22, 2022","322.49","331.54","320.20","330.88","2,573,800"
"Nov 21, 2022","329.53","330.25","320.60","321.49","3,219,900"
"Nov 18, 2022","344.30","344.70","329.14","330.86","3,421,700"
"Nov 17, 2022","331.74","339.87","329.35","337.83","2,740,400"
"Nov 16, 2022","345.00","345.02","336.72","338.41","2,123,200"
"Nov 15, 2022","348.41","350.97","342.56","345.96","2,948,600"
"Nov 14, 2022","338.07","345.11","334.43","340.37","3,464,500"
"Nov 11, 2022","330.34","342.31","329.49","341.15","4,110,100"
"Nov 10, 2022","318.55","330.37","317.87","329.95","5,502,900"
"Nov 9, 2022","299.65","303.29","297.35","298.87","2,778,200"
"Nov 8, 2022","301.15","309.90","297.77","302.17","4,230,600"
"Nov 7, 2022","288.97","300.36","287.57","299.54","3,980,700"
"Nov 4, 2022","290.38","291.01","278.23","285.75","5,738,300"
"Nov 3, 2022","297.07","299.61","285.37","285.93","4,897,100"
"Nov 2, 2022","318.84","318.84","301.09","301.22","3,480,000"
"Nov 1, 2022","321.01","322.84","312.79","316.02","2,467,700"
"Oct 31, 2022","323.49","325.58","317.42","318.50","3,253,200"
"Oct 28, 2022","318.67","327.05","318.67","325.68","3,008,400"
"Oct 27, 2022","322.96","323.85","316.87","318.65","2,870,200"
"Oct 26, 2022","318.16","330.58","316.54","320.48","4,207,700"
"Oct 25, 2022","319.12","324.23","316.74","323.79","3,814,600"
"Oct 24, 2022","308.43","317.33","306.20","316.22","4,817,400"
"Oct 21, 2022","300.99","307.43","298.23","306.37","3,659,300"
"Oct 20, 2022","301.03","309.19","299.34","302.38","3,621,600"
"Oct 19, 2022","295.40","303.71","292.70","299.83","5,529,100"
"Oct 18, 2022","302.68","303.49","286.81","292.98","5,472,000"
"Oct 17, 2022","297.45","297.96","291.40","293.50","4,600,600"
"Oct 14, 2022","295.12","297.59","287.45","287.94","3,563,300"
"Oct 13, 2022","279.71","298.17","276.60","294.74","4,737,200"
"Oct 12, 2022","284.69","289.79","283.09","286.15","3,044,100"
"Oct 11, 2022","285.69","288.28","281.44","284.83","3,209,800"
"Oct 10, 2022","289.75","290.28","283.05","285.72","2,906,300"
"Oct 7, 2022","291.36","293.71","286.83","288.77","3,495,900"
"Oct 6, 2022","297.15","305.50","297.10","298.41","4,884,000"
