Date,Open,High,Low,Close,Adj Close,Volume
2025-09-03,665.29,669.92,658.31,668.68,668.68,1,986,900
2025-09-02,655.26,664.67,655.08,661.99,661.99,1,679,900
2025-08-29,668.20,673.74,664.35,667.00,667.00,1,594,100
2025-08-28,663.66,674.62,661.98,668.20,668.20,2,071,100
2025-08-27,661.80,664.33,654.36,663.17,663.17,1,690,200
2025-08-26,658.00,666.42,656.44,659.54,659.54,3,762,900
2025-08-25,664.99,670.43,655.75,656.96,656.96,2,201,500
2025-08-22,655.00,670.39,642.52,662.66,662.66,6,368,800
2025-08-21,697.01,701.00,692.83,697.76,697.76,2,511,500
2025-08-20,703.98,705.10,695.69,699.15,699.15,2,096,200
2025-08-19,715.08,719.10,698.77,701.03,701.03,2,582,100
2025-08-18,717.10,721.54,714.85,717.21,717.21,1,628,800
2025-08-15,712.34,720.09,707.50,716.74,716.74,1,751,700
2025-08-14,711.99,715.98,706.12,710.64,710.64,1,241,000
2025-08-13,713.48,717.55,703.96,711.71,711.71,1,602,400
2025-08-12,707.14,714.47,699.06,713.48,713.48,2,146,000
2025-08-11,747.62,750.55,702.68,706.09,706.09,3,195,300
2025-08-08,760.50,762.48,747.25,749.00,749.00,1,670,200
2025-08-07,783.48,786.28,752.04,761.61,761.61,1,435,900
2025-08-06,773.87,779.67,765.68,779.47,779.47,1,154,700
2025-08-05,785.42,794.09,767.92,769.27,769.27,1,257,800
2025-08-04,784.18,790.54,781.31,784.87,784.87,1,484,400
2025-08-01,786.14,787.37,772.35,776.15,776.15,1,490,100
2025-07-31,807.15,807.15,783.94,785.13,785.13,1,779,100
2025-07-30,804.87,813.70,800.96,807.39,807.39,1,606,400
2025-07-29,804.48,807.93,794.83,806.34,806.34,1,693,800
2025-07-28,785.03,800.50,783.00,798.73,798.73,1,933,200
2025-07-25,782.91,790.50,780.50,785.95,785.95,1,406,400
2025-07-24,778.00,784.17,775.28,781.21,781.21,1,379,900
2025-07-23,765.79,778.06,759.53,776.00,776.00,1,939,600
2025-07-22,767.45,771.12,760.30,766.78,766.78,1,027,400
2025-07-21,753.99,767.93,751.51,763.69,763.69,1,411,800
2025-07-18,763.23,763.23,750.84,752.63,752.63,1,509,400
2025-07-17,749.21,756.45,748.91,755.37,755.37,1,071,300
2025-07-16,751.80,751.80,742.39,750.72,750.72,1,263,100
2025-07-15,750.91,754.50,742.89,745.95,745.95,1,452,400
2025-07-14,749.59,758.86,747.50,752.75,752.75,1,114,900
2025-07-11,745.55,751.86,743.50,747.90,747.90,1,047,800
2025-07-10,768.43,769.98,745.13,747.90,747.90,1,783,700
2025-07-09,782.67,783.00,766.05,769.59,768.55,1,486,200
2025-07-08,784.57,784.62,775.84,781.48,780.42,1,437,600
2025-07-07,780.27,788.13,778.76,783.61,782.55,1,296,000
2025-07-03,777.57,784.54,776.69,780.64,779.59,823,000
2025-07-02,773.90,775.33,765.91,773.70,772.65,1,493,000
2025-07-01,788.70,790.60,765.81,779.61,778.56,1,923,800
2025-06-30,782.52,790.50,779.13,787.63,786.57,1,946,900
2025-06-27,771.16,787.22,771.16,776.57,775.52,2,051,800
2025-06-26,759.38,773.38,758.53,772.86,771.82,1,420,100
2025-06-25,758.06,759.62,751.06,757.86,756.84,1,531,100
2025-06-24,769.14,771.14,758.14,759.03,758.00,1,900,400
2025-06-23,759.67,765.00,754.40,762.55,761.52,1,223,300
2025-06-20,760.66,762.39,755.05,761.14,760.11,2,709,400
2025-06-18,762.37,765.59,750.38,754.83,753.81,2,223,400
2025-06-17,768.46,769.64,761.65,764.90,763.87,1,344,500
2025-06-16,761.82,769.92,757.57,768.08,767.04,1,428,900
2025-06-13,758.73,763.01,752.34,753.98,752.96,1,148,000
2025-06-12,763.35,770.77,763.35,766.21,765.17,1,300,200
2025-06-11,758.81,765.46,754.53,764.75,763.72,1,276,500
2025-06-10,762.36,766.19,754.11,762.10,761.07,1,422,900
2025-06-09,770.22,772.00,762.64,764.38,763.35,1,342,400
2025-06-06,770.14,771.86,764.27,771.58,770.54,1,475,300
2025-06-05,766.07,773.45,763.81,766.64,765.60,1,242,200
2025-06-04,762.33,768.06,762.00,766.81,765.77,1,280,800
2025-06-03,762.83,768.09,758.16,764.66,763.63,1,526,800
2025-06-02,750.55,765.08,748.34,764.99,763.96,1,870,000
2025-05-30,760.00,761.02,747.27,753.47,752.45,2,887,100
2025-05-29,759.50,759.50,746.81,757.22,756.20,1,589,700
2025-05-28,752.00,758.77,751.00,754.45,753.43,2,504,600
2025-05-27,724.51,751.96,722.45,751.96,750.94,4,079,800
2025-05-23,720.00,734.18,714.00,720.13,719.16,5,327,700
2025-05-22,662.51,670.56,659.00,666.07,665.17,2,301,200
2025-05-21,668.74,671.07,659.61,659.98,659.09,1,478,800
2025-05-20,665.38,671.50,663.23,671.16,670.25,1,047,500
2025-05-19,666.46,675.00,663.20,670.86,669.95,1,327,800
2025-05-16,672.81,672.81,662.19,670.28,669.37,1,555,200
2025-05-15,654.32,665.37,652.16,661.31,660.42,1,548,500
2025-05-14,656.00,660.47,652.11,652.83,651.95,1,947,900
2025-05-13,660.44,661.39,651.73,656.80,655.91,1,560,500
2025-05-12,665.00,670.60,654.92,662.30,661.40,1,842,000
2025-05-09,655.26,658.19,650.07,653.88,653.00,1,158,800
2025-05-08,643.53,662.49,641.31,656.08,655.19,2,059,800
2025-05-07,626.60,642.47,626.60,641.14,640.27,1,650,500
2025-05-06,625.50,633.91,622.94,626.55,625.70,905,800
2025-05-05,630.67,641.51,629.39,632.18,631.33,1,434,100
2025-05-02,633.46,636.81,627.55,631.68,630.83,1,367,300
2025-05-01,624.50,635.18,622.42,623.19,622.35,1,449,900
2025-04-30,614.09,629.30,610.22,627.47,626.62,1,315,400
2025-04-29,618.68,624.19,616.08,623.15,622.31,843,300
2025-04-28,623.32,628.60,614.57,618.23,617.39,1,357,300
2025-04-25,616.06,625.21,612.98,624.12,623.28,1,540,600
2025-04-24,598.83,617.10,596.67,614.83,614.00,1,601,000
2025-04-23,597.00,608.73,593.81,596.05,595.24,1,744,800
2025-04-22,574.18,584.84,571.47,583.56,582.77,1,467,500
