Date,Open,High,Low,Close,Adj Close,Volume
2025-09-03,203.65,203.65,201.02,203.20,203.20,1,067,900
2025-09-02,199.76,202.15,196.93,202.08,202.08,2,109,300
2025-08-29,209.23,210.69,202.96,204.83,204.83,1,645,200
2025-08-28,208.75,211.22,208.37,209.87,209.87,1,352,300
2025-08-27,208.06,208.56,205.90,207.90,207.90,1,125,100
2025-08-26,209.50,210.05,205.81,208.37,208.37,2,141,800
2025-08-25,210.23,212.40,208.69,208.84,208.84,1,167,200
2025-08-22,205.67,210.32,204.76,209.84,209.84,1,033,600
2025-08-21,204.69,206.60,203.90,205.06,205.06,1,048,900
2025-08-20,205.12,205.31,199.61,204.05,204.05,1,515,900
2025-08-19,211.60,212.11,204.79,206.10,206.10,2,051,400
2025-08-18,214.37,216.45,213.71,215.66,215.66,1,477,200
2025-08-15,216.48,216.55,211.73,215.33,215.33,1,272,600
2025-08-14,217.29,219.38,214.29,217.40,217.32,1,654,000
2025-08-13,230.93,232.42,216.02,219.08,219.00,1,843,000
2025-08-12,224.54,230.50,223.98,230.31,230.23,1,135,000
2025-08-11,224.46,227.44,222.04,222.67,222.59,842,200
2025-08-08,222.67,227.06,221.58,224.34,224.26,1,315,400
2025-08-07,222.53,222.84,218.39,220.49,220.41,1,350,700
2025-08-06,219.63,221.33,217.01,220.68,220.60,1,290,900
2025-08-05,224.10,225.77,217.97,219.61,219.53,930,900
2025-08-04,221.20,222.36,218.34,222.29,222.21,1,058,400
2025-08-01,218.65,221.82,214.00,218.56,218.48,1,370,900
2025-07-31,227.87,228.05,221.03,223.17,223.09,1,203,800
2025-07-30,230.00,231.92,225.14,226.42,226.34,1,150,800
2025-07-29,228.00,232.84,227.63,230.38,230.30,1,791,600
2025-07-28,221.96,224.80,220.06,224.79,224.71,828,700
2025-07-25,219.28,223.34,219.28,222.55,222.47,854,400
2025-07-24,226.21,226.91,212.30,218.41,218.33,1,934,500
2025-07-23,221.99,229.16,221.75,229.15,229.07,1,281,500
2025-07-22,222.80,223.34,216.68,220.84,220.76,1,252,100
2025-07-21,224.00,225.98,221.54,223.20,223.12,1,085,300
2025-07-18,224.51,226.46,222.88,223.98,223.90,1,280,100
2025-07-17,218.27,222.98,217.63,222.23,222.15,1,462,300
2025-07-16,218.53,218.77,214.50,218.29,218.21,1,272,300
2025-07-15,222.11,222.80,217.40,218.78,218.70,1,356,600
2025-07-14,220.96,222.05,219.00,220.52,220.44,943,100
2025-07-11,220.68,222.67,218.48,222.02,221.94,865,700
2025-07-10,221.23,223.34,219.20,220.96,220.88,1,196,500
2025-07-09,223.37,223.71,220.05,221.26,221.18,1,398,500
2025-07-08,227.50,227.50,219.72,221.86,221.78,1,672,100
2025-07-07,225.00,227.47,223.38,225.41,225.33,1,084,000
2025-07-03,222.74,227.54,222.55,226.01,225.93,1,129,000
2025-07-02,216.97,222.20,216.01,221.89,221.81,1,658,100
2025-07-01,218.01,219.00,214.19,216.14,216.06,1,906,200
2025-06-30,218.00,219.00,214.79,218.10,218.02,1,713,000
2025-06-27,215.61,218.34,214.51,217.37,217.29,3,320,200
2025-06-26,215.94,218.20,214.75,215.31,215.23,1,831,100
2025-06-25,212.85,215.97,212.38,214.66,214.58,1,701,400
2025-06-24,210.00,212.07,208.67,211.95,211.87,1,777,400
2025-06-23,204.08,208.48,202.30,208.35,208.27,1,644,400
2025-06-20,205.10,208.69,203.34,206.20,206.12,3,051,900
2025-06-18,199.76,207.10,198.21,204.66,204.58,3,556,200
2025-06-17,185.19,203.90,185.00,196.89,196.82,6,196,200
2025-06-16,178.25,182.14,177.18,180.82,180.75,2,269,700
2025-06-13,176.80,178.78,175.08,175.84,175.78,1,224,800
2025-06-12,176.93,180.16,176.93,179.08,179.01,1,120,500
2025-06-11,177.48,178.96,176.19,178.43,178.36,1,428,800
2025-06-10,180.00,180.11,175.07,178.04,177.97,1,959,000
2025-06-09,178.00,179.37,177.02,177.38,177.31,1,004,200
2025-06-06,174.82,177.00,174.00,176.62,176.55,1,182,900
2025-06-05,173.07,174.67,171.66,172.64,172.58,912,000
2025-06-04,173.59,174.43,171.71,171.97,171.91,952,000
2025-06-03,168.00,173.16,167.87,172.99,172.93,1,225,400
2025-06-02,167.30,168.20,164.69,168.02,167.96,840,700
2025-05-30,167.60,168.47,165.39,168.01,167.95,1,843,500
2025-05-29,169.45,169.97,166.16,168.55,168.49,971,200
2025-05-28,169.17,169.76,167.45,167.74,167.68,801,800
2025-05-27,167.70,170.12,166.70,169.17,169.11,861,500
2025-05-23,161.89,166.08,161.52,165.38,165.32,595,300
2025-05-22,164.59,166.91,164.55,165.10,165.04,801,400
2025-05-21,165.60,168.01,164.08,165.20,165.14,764,600
2025-05-20,169.37,170.90,166.59,167.51,167.45,1,390,400
2025-05-19,164.46,168.04,164.21,167.44,167.38,842,800
2025-05-16,166.21,168.11,165.49,167.79,167.73,828,000
2025-05-15,165.43,167.15,163.41,166.53,166.47,661,600
2025-05-14,168.29,170.32,166.27,166.86,166.72,1,189,500
