Date,Open,High,Low,Close,Volume
2025-09-03,31.02,31.18,28.84,29.50,4,055,800
2025-09-02,30.97,32.04,30.53,31.02,5,078,100
2025-08-29,32.40,32.82,31.85,32.33,2,953,000
2025-08-28,33.00,33.85,31.97,32.53,6,004,900
2025-08-27,30.77,33.73,30.40,32.50,10,700,200
2025-08-26,28.75,30.92,28.75,30.80,5,653,100
2025-08-25,27.99,28.35,27.64,28.21,3,414,600
2025-08-22,26.70,28.30,26.38,27.93,4,942,900
2025-08-21,25.75,26.62,25.62,26.62,1,359,600
2025-08-20,25.70,26.18,25.50,25.97,3,039,600
2025-08-19,27.55,27.74,25.89,26.08,2,790,100
2025-08-18,27.05,27.60,26.88,27.39,2,161,800
2025-08-15,27.28,27.44,26.79,27.10,2,531,200
2025-08-14,27.06,28.11,26.75,27.35,3,989,000
2025-08-13,26.08,27.88,25.84,27.49,4,628,500
2025-08-12,26.00,26.63,25.57,25.77,2,796,400
2025-08-11,25.60,25.82,25.17,25.55,2,092,100
2025-08-08,26.20,26.67,24.95,25.62,4,242,800
2025-08-07,26.33,27.96,25.69,26.22,7,677,900
2025-08-06,21.49,28.59,21.28,27.82,17,825,700
2025-08-05,20.32,21.43,19.71,21.29,7,816,100
2025-08-04,18.38,20.64,18.31,20.28,10,203,900
2025-08-01,15.81,17.31,15.64,16.58,4,508,700
2025-07-31,15.40,17.26,15.27,16.43,5,452,400
2025-07-30,14.71,15.95,14.63,15.52,3,135,600
2025-07-29,14.99,15.14,14.50,14.69,2,379,600
2025-07-28,14.64,15.00,14.36,14.86,1,508,500
2025-07-25,14.42,14.75,14.12,14.69,1,797,200
2025-07-24,15.19,15.21,14.44,14.47,1,925,100
2025-07-23,14.61,15.42,14.45,15.40,1,816,700
2025-07-22,14.67,14.85,14.00,14.60,2,283,500
2025-07-21,15.78,16.06,14.75,14.81,1,730,600
2025-07-18,16.80,16.99,15.53,15.72,2,996,400
2025-07-17,15.50,15.83,15.16,15.72,2,090,800
2025-07-16,15.28,15.66,14.37,15.35,2,246,100
2025-07-15,15.12,15.33,14.94,15.08,1,714,500
2025-07-14,15.05,15.64,14.87,14.91,1,918,400
2025-07-11,15.15,15.21,14.33,15.02,2,420,200
2025-07-10,15.49,15.68,14.94,15.40,2,192,800
2025-07-09,16.07,16.20,15.37,15.45,2,094,800
2025-07-08,15.96,16.08,15.54,15.92,2,826,400
2025-07-07,16.02,16.47,15.71,15.93,3,099,000
2025-07-03,15.56,16.53,15.43,16.28,2,541,500
2025-07-02,14.85,15.37,14.51,15.21,2,812,000
2025-07-01,14.66,15.15,14.31,14.81,3,709,200
2025-06-30,14.71,14.85,14.33,14.60,2,139,200
2025-06-27,14.54,14.63,14.25,14.60,5,060,900
2025-06-26,14.58,14.68,13.95,14.36,3,254,000
2025-06-25,13.10,14.76,13.04,14.40,5,043,700
2025-06-24,13.02,13.16,12.78,12.98,1,823,500
2025-06-23,12.70,13.08,12.40,12.83,2,068,800
2025-06-20,13.45,13.79,12.83,12.89,3,789,500
2025-06-18,13.18,13.77,13.01,13.31,2,479,400
2025-06-17,12.97,13.35,12.60,13.16,3,414,100
2025-06-16,12.79,13.95,12.70,13.09,4,601,000
2025-06-13,11.50,13.16,11.44,12.60,10,902,400
2025-06-12,10.85,11.49,10.83,11.40,5,017,600
2025-06-11,10.71,11.19,10.31,10.98,6,032,100
2025-06-10,10.80,10.85,10.44,10.61,5,259,100
2025-06-09,9.40,10.77,9.28,10.61,11,603,700
2025-06-06,9.18,9.32,9.01,9.21,6,623,500
2025-06-05,8.93,9.47,8.78,9.12,11,513,500
2025-06-04,8.86,9.00,8.81,8.89,2,107,600
2025-06-03,9.19,9.48,8.77,8.89,4,092,500
2025-06-02,8.70,9.25,8.61,9.14,3,067,600
2025-05-30,9.15,9.19,8.70,8.73,3,534,500
2025-05-29,9.32,9.50,9.02,9.27,5,676,100
2025-05-28,9.24,9.30,8.95,9.24,2,313,100
2025-05-27,9.37,10.04,9.12,9.25,4,051,000
2025-05-23,9.81,9.81,9.07,9.15,4,068,300
2025-05-22,9.74,10.24,9.24,10.08,4,274,100
2025-05-21,10.46,11.10,9.60,10.01,5,073,800
2025-05-20,10.53,10.86,10.40,10.53,2,354,500
2025-05-19,10.65,10.77,10.40,10.71,1,625,000
2025-05-16,11.36,11.36,10.83,10.92,1,823,600
2025-05-15,10.44,11.60,10.37,11.34,3,439,800
2025-05-14,10.47,10.58,10.20,10.52,1,511,700
2025-05-13,10.31,10.71,10.30,10.41,1,809,300
2025-05-12,10.07,10.54,9.99,10.29,2,111,400
2025-05-09,9.16,9.87,9.16,9.69,2,459,800
2025-05-08,9.44,9.50,8.96,9.14,2,810,100
2025-05-07,9.43,9.47,9.19,9.28,1,898,900
2025-05-06,9.05,9.35,9.00,9.31,1,787,700
2025-05-05,9.23,9.46,9.10,9.20,1,860,100
2025-05-02,9.36,9.67,9.22,9.38,1,870,900
2025-05-01,9.33,9.70,9.12,9.16,2,241,900
2025-04-30,9.05,9.34,8.83,9.27,1,611,200
2025-04-29,9.35,9.57,9.26,9.37,1,302,600
2025-04-28,9.12,9.65,9.10,9.37,2,066,900
2025-04-25,8.65,9.06,8.53,9.05,1,482,600
2025-04-24,8.40,8.80,8.39,8.67,1,474,600
2025-04-23,8.44,8.94,8.37,8.42,2,073,700
2025-04-22,8.44,8.47,7.95,8.16,4,140,000
2025-04-21,8.38,8.39,8.01,8.33,2,111,200
2025-04-17,8.15,8.58,8.14,8.49,1,767,600
2025-04-16,8.46,8.60,8.06,8.17,1,727,500
2025-04-15,8.43,8.85,8.42,8.54,2,037,400
2025-04-14,8.46,8.70,8.34,8.40,1,704,500
2025-04-11,8.14,8.46,7.96,8.38,1,783,000
2025-04-10,8.52,8.54,8.04,8.26,2,193,900
2025-04-09,7.51,8.94,7.36,8.82,4,232,700
2025-04-08,8.69,8.69,7.47,7.70,3,206,000
2025-04-07,8.20,9.34,7.83,8.33,4,351,300
2025-04-04,8.75,9.58,8.00,8.90,5,153,600
2025-04-03,9.56,9.65,9.23,9.24,2,237,300
2025-04-02,9.55,10.49,9.40,10.28,1,779,300
2025-04-01,10.48,10.48,9.70,9.84,1,824,400
2025-03-31,10.53,10.65,10.08,10.42,2,266,400
2025-03-28,11.45,11.70,10.81,10.92,2,015,400
2025-03-27,11.53,11.74,11.18,11.47,1,703,900
2025-03-26,11.77,12.14,11.34,11.55,2,737,900
2025-03-25,11.46,11.89,11.19,11.71,3,547,400
2025-03-24,10.33,11.26,10.20,11.19,5,131,800
2025-03-21,9.45,9.82,9.20,9.78,4,191,700
2025-03-20,9.62,9.93,9.59,9.60,1,641,100
2025-03-19,9.77,9.99,9.69,9.88,1,352,700
2025-03-18,10.01,10.06,9.70,9.82,1,470,300
2025-03-17,9.89,10.55,9.88,10.08,2,687,800
2025-03-14,9.67,9.87,9.50,9.85,2,037,700
2025-03-13,9.36,9.85,9.03,9.38,2,215,000
2025-03-12,9.53,9.78,9.27,9.40,2,341,800
2025-03-11,9.63,9.79,9.28,9.65,2,515,400
2025-03-10,9.49,9.80,9.20,9.63,2,876,300
2025-03-07,9.54,9.85,9.21,9.73,3,062,300
2025-03-06,9.44,9.88,9.20,9.55,2,959,200
2025-03-05,8.68,9.86,8.44,9.63,5,707,600
2025-03-04,8.07,8.91,7.71,8.56,3,416,400
2025-03-03,8.83,9.03,8.16,8.35,3,290,300
2025-02-28,8.72,8.91,8.57,8.74,2,144,300
2025-02-27,8.64,8.80,8.37,8.77,2,451,700
2025-02-26,8.79,9.00,8.56,8.67,2,352,500
2025-02-25,9.05,9.17,8.52,8.67,4,383,600
2025-02-24,8.99,9.24,8.87,9.09,6,199,100
2025-02-21,9.40,9.59,9.00,9.00,2,650,600
2025-02-20,9.30,9.47,9.07,9.37,2,848,700
2025-02-19,9.19,9.50,8.96,9.32,2,841,000
2025-02-18,9.12,9.50,9.10,9.26,3,657,500
2025-02-14,9.10,9.60,8.96,9.17,3,546,500
2025-02-13,8.86,9.24,8.67,9.23,4,305,100
2025-02-12,8.60,9.02,8.30,8.98,4,848,700
2025-02-11,8.93,9.41,8.56,8.83,13,804,000
2025-02-10,11.77,12.31,11.00,11.17,5,674,800
2025-02-07,9.33,11.42,9.30,11.38,8,282,500
2025-02-06,9.39,9.69,9.20,9.52,3,592,500
2025-02-05,9.29,9.36,8.93,9.23,1,978,600
