symbol,name,price,pl,status
INTC,英特尔公司,29.07$,5.5%,纳入
EXTR,极速网络,18.22$,0.3%,纳入
VECO,Veeco Instruments,20.87$,-11.7%,纳入
MXL,MaxLinear,43.24$,-18.6%,纳入
SYNA,Synaptics,132.82$,-23.4%,纳入
MU,美光科技,49.98$,25.3%,剔除
MKSI,MKS Instruments,96.96$,12.8%,剔除
UCTT,超科林半导体,33.15$,10.8%,剔除
WDC,西部数据,43.42$,-0.2%,剔除
QRVO,Qorvo,121.51$,-6.6%,剔除
