symbol,name,price,pl,status
XRX,施乐,13.08$,43.6%,纳入
CGNX,康耐视科技,34.77$,10.7%,纳入
LSCC,莱迪思半导体,54.61$,10.3%,纳入
ALGM,Allegro,25.76$,5.9%,纳入
DIOD,Diodes,65.10$,4.2%,纳入
VYX,NCR,15.58$,3.6%,纳入
AGYS,诶吉利斯公司,71.07$,22.2%,剔除
KLAC,KLA Corp,458.66$,3.9%,剔除
PRF,,61.02$,-5.6%,剔除
ROG,罗杰斯,131.47$,-9.0%,剔除
SQSP,,30.15$,-9.1%,剔除
MXL,MaxLinear,24.53$,-37.7%,剔除
